954,477,1434.5
956,478,1437.5
958,479,1440.5
960,480,1443.5
962,481,1446.5
964,482,1449.5
966,483,1452.5
968,484,1455.5
970,485,1458.5
972,486,1461.5
974,487,1464.5
976,488,1467.5
978,489,1470.5
980,490,1473.5
982,491,1476.5
984,492,1479.5
986,493,1482.5
988,494,1485.5
990,495,1488.5
992,496,1491.5
994,497,1494.5
996,498,1497.5
998,499,1500.5
1000,500,1503.5
1002,501,1506.5
1004,502,1509.5
1006,503,1512.5
1008,504,1515.5
1010,505,1518.5
1012,506,1521.5
1014,507,1524.5
1016,508,1527.5
1018,509,1530.5
1020,510,1533.5
1022,511,1536.5
1024,512,1539.5
1026,513,1542.5
1028,514,1545.5
1030,515,1548.5
1032,516,1551.5
1034,517,1554.5
1036,518,1557.5
1038,519,1560.5
1040,520,1563.5
1042,521,1566.5
1044,522,1569.5
1046,523,1572.5
1048,524,1575.5
1050,525,1578.5
1052,526,1581.5
1054,527,1584.5
1056,528,1587.5
1058,529,1590.5
1060,530,1593.5
1062,531,1596.5
1064,532,1599.5
1066,533,1602.5
1068,534,1605.5
1070,535,1608.5
1072,536,1611.5
1074,537,1614.5
1076,538,1617.5
1078,539,1620.5
1080,540,1623.5
1082,541,1626.5
1084,542,1629.5
1086,543,1632.5
1088,544,1635.5
1090,545,1638.5
1092,546,1641.5
1094,547,1644.5
1096,548,1647.5
1098,549,1650.5
1100,550,1653.5
1102,551,1656.5
1104,552,1659.5
1106,553,1662.5
1108,554,1665.5
1110,555,1668.5
1112,556,1671.5
1114,557,1674.5
1116,558,1677.5
1118,559,1680.5
1120,560,1683.5
1122,561,1686.5
1124,562,1689.5
1126,563,1692.5
1128,564,1695.5
1130,565,1698.5
1132,566,1701.5
1134,567,1704.5
1136,568,1707.5
1138,569,1710.5
1140,570,1713.5
1142,571,1716.5
1144,572,1719.5
1146,573,1722.5
1148,574,1725.5
1150,575,1728.5
1152,576,1731.5
1154,577,1734.5
1156,578,1737.5
1158,579,1740.5
1160,580,1743.5
1162,581,1746.5
1164,582,1749.5
1166,583,1752.5
1168,584,1755.5
1170,585,1758.5
1172,586,1761.5
1174,587,1764.5
1176,588,1767.5
1178,589,1770.5
1180,590,1773.5
1182,591,1776.5
1184,592,1779.5
1186,593,1782.5
1188,594,1785.5
1190,595,1788.5
1192,596,1791.5
1194,597,1794.5
1196,598,1797.5
1198,599,1800.5
1200,600,1803.5
1202,601,1806.5
1204,602,1809.5
1206,603,1812.5
1208,604,1815.5
1210,605,1818.5
1212,606,1821.5
1214,607,1824.5
1216,608,1827.5
1218,609,1830.5
1220,610,1833.5
1222,611,1836.5
1224,612,1839.5
1226,613,1842.5
1228,614,1845.5
1230,615,1848.5
1232,616,1851.5
1234,617,1854.5
1236,618,1857.5
1238,619,1860.5
1240,620,1863.5
1242,621,1866.5
1244,622,1869.5
1246,623,1872.5
1248,624,1875.5
1250,625,1878.5
1252,626,1881.5
1254,627,1884.5
1256,628,1887.5
1258,629,1890.5
1260,630,1893.5
1262,631,1896.5
1264,632,1899.5
1266,633,1902.5
1268,634,1905.5
1270,635,1908.5
1272,636,1911.5
1274,637,1914.5
1276,638,1917.5
1278,639,1920.5
1280,640,1923.5
1282,641,1926.5
1284,642,1929.5
1286,643,1932.5
1288,644,1935.5
1290,645,1938.5
1292,646,1941.5
1294,647,1944.5
1296,648,1947.5
1298,649,1950.5
1300,650,1953.5
1302,651,1956.5
1304,652,1959.5
1306,653,1962.5
1308,654,1965.5
1310,655,1968.5
1312,656,1971.5
1314,657,1974.5
1316,658,1977.5
1318,659,1980.5
1320,660,1983.5
1322,661,1986.5
1324,662,1989.5
1326,663,1992.5
1328,664,1995.5
1330,665,1998.5
1332,666,2001.5
1334,667,2004.5
1336,668,2007.5
1338,669,2010.5
1340,670,2013.5
1342,671,2016.5
1344,672,2019.5
1346,673,2022.5
1348,674,2025.5
1350,675,2028.5
1352,676,2031.5
1354,677,2034.5
1356,678,2037.5
1358,679,2040.5
1360,680,2043.5
1362,681,2046.5
1364,682,2049.5
1366,683,2052.5
1368,684,2055.5
1370,685,2058.5
1372,686,2061.5
1374,687,2064.5
1376,688,2067.5
1378,689,2070.5
1380,690,2073.5
1382,691,2076.5
1384,692,2079.5
1386,693,2082.5
1388,694,2085.5
1390,695,2088.5
1392,696,2091.5
1394,697,2094.5
1396,698,2097.5
1398,699,2100.5
1400,700,2103.5
1402,701,2106.5
1404,702,2109.5
1406,703,2112.5
1408,704,2115.5
1410,705,2118.5
1412,706,2121.5
1414,707,2124.5
1416,708,2127.5
1418,709,2130.5
1420,710,2133.5
1422,711,2136.5
1424,712,2139.5
1426,713,2142.5
1428,714,2145.5
1430,715,2148.5
1432,716,2151.5
1434,717,2154.5
1436,718,2157.5
1438,719,2160.5
1440,720,2163.5
1442,721,2166.5
1444,722,2169.5
1446,723,2172.5
1448,724,2175.5
1450,725,2178.5
1452,726,2181.5
1454,727,2184.5
1456,728,2187.5
1458,729,2190.5
1460,730,2193.5
1462,731,2196.5
1464,732,2199.5
1466,733,2202.5
1468,734,2205.5
1470,735,2208.5
1472,736,2211.5
1474,737,2214.5
1476,738,2217.5
1478,739,2220.5
1480,740,2223.5
1482,741,2226.5
1484,742,2229.5
1486,743,2232.5
1488,744,2235.5
1490,745,2238.5
1492,746,2241.5
1494,747,2244.5
1496,748,2247.5
1498,749,2250.5
1500,750,2253.5
1502,751,2256.5
1504,752,2259.5
1506,753,2262.5
1508,754,2265.5
1510,755,2268.5
1512,756,2271.5
1514,757,2274.5
1516,758,2277.5
1518,759,2280.5
1520,760,2283.5
1522,761,2286.5
1524,762,2289.5
1526,763,2292.5
1528,764,2295.5
1530,765,2298.5
1532,766,2301.5
1534,767,2304.5
1536,768,2307.5
1538,769,2310.5
1540,770,2313.5
1542,771,2316.5
1544,772,2319.5
1546,773,2322.5
1548,774,2325.5
1550,775,2328.5
1552,776,2331.5
1554,777,2334.5
1556,778,2337.5
1558,779,2340.5
1560,780,2343.5
1562,781,2346.5
1564,782,2349.5
1566,783,2352.5
1568,784,2355.5
1570,785,2358.5
1572,786,2361.5
1574,787,2364.5
1576,788,2367.5
1578,789,2370.5
1580,790,2373.5
1582,791,2376.5
1584,792,2379.5
1586,793,2382.5
1588,794,2385.5
1590,795,2388.5
1592,796,2391.5
1594,797,2394.5
1596,798,2397.5
1598,799,2400.5
1600,800,2403.5
1602,801,2406.5
1604,802,2409.5
1606,803,2412.5
1608,804,2415.5
1610,805,2418.5
1612,806,2421.5
1614,807,2424.5
1616,808,2427.5
1618,809,2430.5
1620,810,2433.5
1622,811,2436.5
1624,812,2439.5
1626,813,2442.5
1628,814,2445.5
1630,815,2448.5
1632,816,2451.5
1634,817,2454.5
1636,818,2457.5
1638,819,2460.5
1640,820,2463.5
1642,821,2466.5
1644,822,2469.5
1646,823,2472.5
1648,824,2475.5
1650,825,2478.5
1652,826,2481.5
1654,827,2484.5
1656,828,2487.5
1658,829,2490.5
1660,830,2493.5
1662,831,2496.5
1664,832,2499.5
1666,833,2502.5
1668,834,2505.5
1670,835,2508.5
1672,836,2511.5
1674,837,2514.5
1676,838,2517.5
1678,839,2520.5
1680,840,2523.5
1682,841,2526.5
1684,842,2529.5
1686,843,2532.5
1688,844,2535.5
1690,845,2538.5
1692,846,2541.5
1694,847,2544.5
1696,848,2547.5
1698,849,2550.5
1700,850,2553.5
1702,851,2556.5
1704,852,2559.5
1706,853,2562.5
1708,854,2565.5
1710,855,2568.5
1712,856,2571.5
1714,857,2574.5
1716,858,2577.5
1718,859,2580.5
1720,860,2583.5
1722,861,2586.5
1724,862,2589.5
1726,863,2592.5
1728,864,2595.5
1730,865,2598.5
1732,866,2601.5
1734,867,2604.5
1736,868,2607.5
1738,869,2610.5
1740,870,2613.5
1742,871,2616.5
1744,872,2619.5
1746,873,2622.5
1748,874,2625.5
1750,875,2628.5
1752,876,2631.5
1754,877,2634.5
1756,878,2637.5
1758,879,2640.5
1760,880,2643.5
1762,881,2646.5
1764,882,2649.5
1766,883,2652.5
1768,884,2655.5
1770,885,2658.5
1772,886,2661.5
1774,887,2664.5
1776,888,2667.5
1778,889,2670.5
1780,890,2673.5
1782,891,2676.5
1784,892,2679.5
1786,893,2682.5
1788,894,2685.5
1790,895,2688.5
1792,896,2691.5
1794,897,2694.5
1796,898,2697.5
1798,899,2700.5
1800,900,2703.5
1802,901,2706.5
1804,902,2709.5
1806,903,2712.5
1808,904,2715.5
1810,905,2718.5
1812,906,2721.5
1814,907,2724.5
1816,908,2727.5
1818,909,2730.5
1820,910,2733.5
1822,911,2736.5
1824,912,2739.5
1826,913,2742.5
1828,914,2745.5
1830,915,2748.5
1832,916,2751.5
1834,917,2754.5
1836,918,2757.5
1838,919,2760.5
1840,920,2763.5
1842,921,2766.5
1844,922,2769.5
1846,923,2772.5
1848,924,2775.5
1850,925,2778.5
1852,926,2781.5
1854,927,2784.5
1856,928,2787.5
1858,929,2790.5
1860,930,2793.5
1862,931,2796.5
1864,932,2799.5
1866,933,2802.5
1868,934,2805.5
1870,935,2808.5
1872,936,2811.5
1874,937,2814.5
1876,938,2817.5
1878,939,2820.5
1880,940,2823.5
1882,941,2826.5
1884,942,2829.5
1886,943,2832.5
1888,944,2835.5
1890,945,2838.5
1892,946,2841.5
1894,947,2844.5
1896,948,2847.5
1898,949,2850.5
1900,950,2853.5
1902,951,2856.5
1904,952,2859.5
1906,953,2862.5
1908,954,2865.5
1910,955,2868.5
1912,956,2871.5
1914,957,2874.5
1916,958,2877.5
1918,959,2880.5
1920,960,2883.5
1922,961,2886.5
1924,962,2889.5
1926,963,2892.5
1928,964,2895.5
1930,965,2898.5
1932,966,2901.5
1934,967,2904.5
1936,968,2907.5
1938,969,2910.5
1940,970,2913.5
1942,971,2916.5
1944,972,2919.5
1946,973,2922.5
1948,974,2925.5
1950,975,2928.5
1952,976,2931.5
1954,977,2934.5
1956,978,2937.5
1958,979,2940.5
1960,980,2943.5
1962,981,2946.5
1964,982,2949.5
1966,983,2952.5
1968,984,2955.5
1970,985,2958.5
1972,986,2961.5
1974,987,2964.5
1976,988,2967.5
1978,989,2970.5
1980,990,2973.5
1982,991,2976.5
1984,992,2979.5
1986,993,2982.5
1988,994,2985.5
1990,995,2988.5
1992,996,2991.5
1994,997,2994.5
1996,998,2997.5
1998,999,3000.5
2000,1000,3003.5
